EventID,VehicleType,Latitude,Longitude,EquipmentID,BusID,BusLine,id,tripId,startTime,StartDate,routeId,speed,currentStopSequence,currentStatus,timestamp,occupancyStatus
92,Bus,45.5224373,-73.5913986,Bus 51 O9,9,Bus 51 O,40072,263868229,,,187,1.023435236,79,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
93,Bus,45.4984964,-73.6271363,Bus 165 N1,1,Bus 165 N,40064,263868238,,,208,55.33391988,33,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.4959922,-73.5799241,Bus 165 N10,10,Bus 165 N,40073,263868247,,,127,41.34695688,44,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
93,Bus,45.4954432,-73.5974228,Bus 165 N7,7,Bus 165 N,40071,263868244,,,318,27.19308878,40,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
93,Bus,45.4955184,-73.6123466,Bus 165 S13,13,Bus 165 S,40067,263868249,,,260,37.30909063,5,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
93,Bus,45.4616883,-73.6577082,Bus 420 E11,11,Bus 420 E,40074,263868248,,,492,25.53687555,19,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
93,Bus,45.5030534,-73.5726285,Bus 420 E2,2,Bus 420 E,40065,263868239,,,205,3.896867064,61,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.4757058,-73.5907924,Bus 420 E5,5,Bus 420 E,40077,263868242,,,281,17.88186653,60,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
93,Bus,45.4678247,-73.6517,Bus 420 O14,14,Bus 420 O,40068,263868250,,,238,15.65216603,29,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
93,Bus,45.472546,-73.6119872,Bus 420 O17,17,Bus 420 O,40076,263868253,,,222,40.27715874,62,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.4660038,-73.6444607,Bus 51 E15,15,Bus 51 E,40069,263868251,,,177,6.844285713,27,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.4620627,-73.6476767,Bus 51 E18,18,Bus 51 E,40075,263868254,,,240,11.05426188,54,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.5105198,-73.6128938,Bus 51 O3,3,Bus 51 O,40066,263868240,,,99,41.21851358,52,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.5160833,-73.5987532,Bus 51 O6,6,Bus 51 O,40070,263868243,,,180,16.45550161,50,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
93,Bus,45.5226027,-73.5917875,Bus 51 O9,9,Bus 51 O,40072,263868246,,,217,21.04821418,35,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
94,Bus,45.4987559,-73.6276138,Bus 165 N1,1,Bus 165 N,40064,263868255,,,102,8.808684827,17,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.496105,-73.5802621,Bus 165 N10,10,Bus 165 N,40073,263868264,,,376,36.54111849,32,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
94,Bus,45.4954845,-73.5980773,Bus 165 N7,7,Bus 165 N,40071,263868261,,,445,30.83469819,22,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
94,Bus,45.4956462,-73.6116868,Bus 165 S13,13,Bus 165 S,40067,263868266,,,268,35.11718166,9,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
94,Bus,45.4627268,-73.655895,Bus 420 E11,11,Bus 420 E,40074,263868265,,,145,23.35803373,20,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
94,Bus,45.5025308,-73.5731167,Bus 420 E2,2,Bus 420 E,40065,263868256,,,440,6.469200899,47,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.4767064,-73.5884213,Bus 420 E5,5,Bus 420 E,40077,263868259,,,292,16.27720045,75,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
94,Bus,45.4673281,-73.6523438,Bus 420 O14,14,Bus 420 O,40068,263868267,,,363,4.797063604,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
94,Bus,45.4720757,-73.6128724,Bus 420 O17,17,Bus 420 O,40076,263868270,,,360,37.17104499,56,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.4661129,-73.6443776,Bus 51 E15,15,Bus 51 E,40069,263868268,,,432,22.30644804,5,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.4622339,-73.6475426,Bus 51 E18,18,Bus 51 E,40075,263868271,,,174,44.39341948,20,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.5103544,-73.6124969,Bus 51 O3,3,Bus 51 O,40066,263868257,,,393,6.779226869,10,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.5160231,-73.5994613,Bus 51 O6,6,Bus 51 O,40070,263868260,,,60,32.29324674,46,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
94,Bus,45.522738,-73.5920879,Bus 51 O9,9,Bus 51 O,40072,263868263,,,11,52.17214459,53,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.4989213,-73.6279196,Bus 165 N1,1,Bus 165 N,40064,263868272,,,139,0.911405916,21,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.4962366,-73.5806859,Bus 165 N10,10,Bus 165 N,40073,263868281,,,22,31.17918001,23,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
95,Bus,45.4955184,-73.5986727,Bus 165 N7,7,Bus 165 N,40071,263868278,,,125,13.55984918,40,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.4957402,-73.6110914,Bus 165 S13,13,Bus 165 S,40067,263868283,,,316,16.15975369,36,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
95,Bus,45.4639383,-73.6549509,Bus 420 E11,11,Bus 420 E,40074,263868282,,,236,12.98458213,4,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.5020308,-73.5736156,Bus 420 E2,2,Bus 420 E,40065,263868273,,,215,33.43327448,63,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.4775113,-73.5859966,Bus 420 E5,5,Bus 420 E,40077,263868276,,,283,33.86079927,36,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.4659549,-73.6532986,Bus 420 O14,14,Bus 420 O,40068,263868284,,,1,50.72519405,49,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
95,Bus,45.4716017,-73.6138058,Bus 420 O17,17,Bus 420 O,40076,263868287,,,258,9.886640942,56,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.4662672,-73.6442488,Bus 51 E15,15,Bus 51 E,40069,263868285,,,208,35.28655,1,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.4623825,-73.6474299,Bus 51 E18,18,Bus 51 E,40075,263868288,,,475,18.41295991,45,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.5102191,-73.6122608,Bus 51 O3,3,Bus 51 O,40066,263868274,,,384,28.59343959,27,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.515963,-73.6002338,Bus 51 O6,6,Bus 51 O,40070,263868277,,,132,34.73916252,11,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
95,Bus,45.5228696,-73.5923696,Bus 51 O9,9,Bus 51 O,40072,263868280,,,491,28.9874525,41,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
96,Bus,45.4992409,-73.6286008,Bus 165 N1,1,Bus 165 N,40064,263868289,,,115,23.08896878,51,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
96,Bus,45.4964885,-73.5815066,Bus 165 N10,10,Bus 165 N,40073,263868298,,,124,42.87000767,67,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.4955484,-73.5992628,Bus 165 N7,7,Bus 165 N,40071,263868295,,,88,58.28081812,39,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
96,Bus,45.4958493,-73.6106086,Bus 165 S13,13,Bus 165 S,40067,263868300,,,327,58.91784432,76,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
96,Bus,45.4659549,-73.6532986,Bus 420 E11,11,Bus 420 E,40074,263868299,,,398,42.82261458,37,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
96,Bus,45.5016172,-73.574034,Bus 420 E2,2,Bus 420 E,40065,263868290,,,439,44.04799013,29,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.4784818,-73.5849237,Bus 420 E5,5,Bus 420 E,40077,263868293,,,314,11.05630701,72,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
96,Bus,45.4639383,-73.6549509,Bus 420 O14,14,Bus 420 O,40068,263868301,,,17,32.03084773,30,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
96,Bus,45.4711917,-73.6145836,Bus 420 O17,17,Bus 420 O,40076,263868304,,,228,6.832386841,35,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.4664609,-73.644104,Bus 51 E15,15,Bus 51 E,40069,263868302,,,212,36.39268229,63,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.4625123,-73.6473361,Bus 51 E18,18,Bus 51 E,40075,263868305,,,0,55.78026985,79,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.5100161,-73.6124325,Bus 51 O3,3,Bus 51 O,40066,263868291,,,300,32.46192692,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.5158953,-73.6010599,Bus 51 O6,6,Bus 51 O,40070,263868294,,,175,35.76448866,20,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
96,Bus,45.5229692,-73.5925975,Bus 51 O9,9,Bus 51 O,40072,263868297,,,428,27.33936124,54,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
97,Bus,45.4993951,-73.6289334,Bus 165 N1,1,Bus 165 N,40064,263868306,,,130,17.42302421,57,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
97,Bus,45.4965449,-73.5816246,Bus 165 N10,10,Bus 165 N,40073,263868315,,,286,10.8534146,24,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.4955748,-73.5998851,Bus 165 N7,7,Bus 165 N,40071,263868312,,,323,34.51840535,10,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
97,Bus,45.495932,-73.6099112,Bus 165 S13,13,Bus 165 S,40067,263868317,,,40,25.81078268,2,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
97,Bus,45.4673281,-73.6523438,Bus 420 E11,11,Bus 420 E,40074,263868316,,,458,37.48159657,52,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
97,Bus,45.5011622,-73.5730952,Bus 420 E2,2,Bus 420 E,40065,263868307,,,56,58.79860072,7,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.4796553,-73.5840762,Bus 420 E5,5,Bus 420 E,40077,263868310,,,460,36.36286741,71,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
97,Bus,45.4627268,-73.655895,Bus 420 O14,14,Bus 420 O,40068,263868318,,,47,11.40716847,9,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
97,Bus,45.470255,-73.6164236,Bus 420 O17,17,Bus 420 O,40076,263868321,,,92,11.1224859,21,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.4667356,-73.6438894,Bus 51 E15,15,Bus 51 E,40069,263868319,,,285,27.95157283,17,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.4626346,-73.6472288,Bus 51 E18,18,Bus 51 E,40075,263868322,,,271,12.79724577,8,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.5098281,-73.6128831,Bus 51 O3,3,Bus 51 O,40066,263868308,,,471,25.72793718,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.5158427,-73.6019397,Bus 51 O6,6,Bus 51 O,40070,263868311,,,125,50.84762996,77,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
97,Bus,45.5230556,-73.5927853,Bus 51 O9,9,Bus 51 O,40072,263868314,,,48,42.43875411,34,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
98,Bus,45.4995793,-73.6293787,Bus 165 N1,1,Bus 165 N,40064,263868323,,,350,30.84022454,15,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
98,Bus,45.49656,-73.582027,Bus 165 N10,10,Bus 165 N,40073,263868332,,,18,51.62963567,40,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.4956011,-73.6003035,Bus 165 N7,7,Bus 165 N,40071,263868329,,,222,14.74072895,68,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
98,Bus,45.4959846,-73.6094177,Bus 165 S13,13,Bus 165 S,40067,263868334,,,279,9.529062795,52,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
98,Bus,45.4678247,-73.6517,Bus 420 E11,11,Bus 420 E,40074,263868333,,,437,5.115605906,5,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
98,Bus,45.5007637,-73.5722476,Bus 420 E2,2,Bus 420 E,40065,263868324,,,114,38.13684968,54,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.4811297,-73.5829926,Bus 420 E5,5,Bus 420 E,40077,263868327,,,94,33.18892078,76,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
98,Bus,45.4616883,-73.6577082,Bus 420 O14,14,Bus 420 O,40068,263868335,,,320,33.60412085,40,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
98,Bus,45.4696756,-73.6175448,Bus 420 O17,17,Bus 420 O,40076,263868338,,,441,50.72033687,38,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.4668898,-73.6437607,Bus 51 E15,15,Bus 51 E,40069,263868336,,,294,41.93979579,79,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.4627625,-73.6471403,Bus 51 E18,18,Bus 51 E,40075,263868339,,,156,13.17594743,35,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.50958,-73.6131835,Bus 51 O3,3,Bus 51 O,40066,263868325,,,177,14.22437571,4,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.51576,-73.6029053,Bus 51 O6,6,Bus 51 O,40070,263868328,,,0,4.739274375,43,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
98,Bus,45.522941,-73.5929301,Bus 51 O9,9,Bus 51 O,40072,263868331,,,423,14.44664057,5,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
99,Bus,45.4997485,-73.6296898,Bus 165 N1,1,Bus 165 N,40064,263868340,,,420,29.40303896,27,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
99,Bus,45.4965223,-73.5826707,Bus 165 N10,10,Bus 165 N,40073,263868349,,,367,43.05759515,59,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.4955785,-73.6009258,Bus 165 N7,7,Bus 165 N,40071,263868346,,,266,9.778101731,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
99,Bus,45.4959997,-73.6089993,Bus 165 S13,13,Bus 165 S,40067,263868351,,,479,58.20626641,10,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
99,Bus,45.4686223,-73.6503965,Bus 420 E11,11,Bus 420 E,40074,263868350,,,265,7.122258436,1,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
99,Bus,45.500226,-73.5712016,Bus 420 E2,2,Bus 420 E,40065,263868341,,,130,20.92454,72,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.4826041,-73.5815442,Bus 420 E5,5,Bus 420 E,40077,263868344,,,423,52.88154032,15,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
99,Bus,45.4603903,-73.6599129,Bus 420 O14,14,Bus 420 O,40068,263868352,,,297,10.98794296,61,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
99,Bus,45.4689759,-73.6189127,Bus 420 O17,17,Bus 420 O,40076,263868355,,,237,56.17815011,41,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.4671513,-73.6435729,Bus 51 E15,15,Bus 51 E,40069,263868353,,,500,5.381416862,9,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.4629601,-73.6469766,Bus 51 E18,18,Bus 51 E,40075,263868356,,,374,27.63050941,25,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.5093695,-73.6133659,Bus 51 O3,3,Bus 51 O,40066,263868342,,,277,26.67254747,48,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.5156999,-73.6038709,Bus 51 O6,6,Bus 51 O,40070,263868345,,,494,16.32932834,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
99,Bus,45.5227982,-73.5930508,Bus 51 O9,9,Bus 51 O,40072,263868348,,,51,43.76395024,50,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
100,Bus,45.5000117,-73.6303282,Bus 165 N1,1,Bus 165 N,40064,263868357,,,403,48.19633903,60,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
100,Bus,45.4964359,-73.5839796,Bus 165 N10,10,Bus 165 N,40073,263868366,,,113,2.298556048,28,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.4955635,-73.6014301,Bus 165 N7,7,Bus 165 N,40071,263868363,,,458,0.752397013,11,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
100,Bus,45.4959658,-73.6085808,Bus 165 S13,13,Bus 165 S,40067,263868368,,,68,49.02330432,24,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
100,Bus,45.4692091,-73.6499566,Bus 420 E11,11,Bus 420 E,40074,263868367,,,400,44.42787077,48,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
100,Bus,45.4998275,-73.5703754,Bus 420 E2,2,Bus 420 E,40065,263868358,,,74,21.25979486,42,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.4836948,-73.5797095,Bus 420 E5,5,Bus 420 E,40077,263868361,,,461,13.44260207,7,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
100,Bus,45.4593743,-73.6620373,Bus 420 O14,14,Bus 420 O,40068,263868369,,,500,47.05803096,4,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
100,Bus,45.4683702,-73.6201036,Bus 420 O17,17,Bus 420 O,40076,263868372,,,399,30.44685798,44,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.4673093,-73.6434469,Bus 51 E15,15,Bus 51 E,40069,263868370,,,201,9.989537472,43,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.4630786,-73.6468774,Bus 51 E18,18,Bus 51 E,40075,263868373,,,201,21.80774501,50,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.509159,-73.6135697,Bus 51 O3,3,Bus 51 O,40066,263868359,,,316,35.08698845,13,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.5155946,-73.604815,Bus 51 O6,6,Bus 51 O,40070,263868362,,,113,3.665328334,40,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
100,Bus,45.5226328,-73.5932037,Bus 51 O9,9,Bus 51 O,40072,263868365,,,60,13.08007186,15,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.5002599,-73.6308539,Bus 165 N1,1,Bus 165 N,40064,263868374,,,253,57.16032059,25,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.4963832,-73.5845858,Bus 165 N10,10,Bus 165 N,40073,263868383,,,95,1.162939988,16,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.4954732,-73.601827,Bus 165 N7,7,Bus 165 N,40071,263868380,,,447,44.58167422,18,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.4958455,-73.6081249,Bus 165 S13,13,Bus 165 S,40067,263868385,,,47,45.73096271,51,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
101,Bus,45.470033,-73.6495864,Bus 420 E11,11,Bus 420 E,40074,263868384,,,326,28.78117446,69,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.4995417,-73.5698014,Bus 420 E2,2,Bus 420 E,40065,263868375,,,50,31.24106025,68,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.4853722,-73.5769629,Bus 420 E5,5,Bus 420 E,40077,263868378,,,295,17.75490914,28,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.4590846,-73.6611897,Bus 420 O14,14,Bus 420 O,40068,263868386,,,450,50.71687539,48,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
101,Bus,45.4676855,-73.6214125,Bus 420 O17,17,Bus 420 O,40076,263868389,,,152,28.27490315,7,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.4674447,-73.6433423,Bus 51 E15,15,Bus 51 E,40069,263868387,,,305,28.95853923,34,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.4632009,-73.6467701,Bus 51 E18,18,Bus 51 E,40075,263868390,,,293,6.754335191,3,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.5088131,-73.613838,Bus 51 O3,3,Bus 51 O,40066,263868376,,,382,55.55206884,58,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.5154593,-73.6054909,Bus 51 O6,6,Bus 51 O,40070,263868379,,,314,3.860379959,4,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
101,Bus,45.522443,-73.5933647,Bus 51 O9,9,Bus 51 O,40072,263868382,,,220,42.19446454,68,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
102,Bus,45.5005306,-73.6314601,Bus 165 N1,1,Bus 165 N,40064,263868391,,,497,40.91375576,55,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
102,Bus,45.4963531,-73.5851866,Bus 165 N10,10,Bus 165 N,40073,263868399,,,189,17.79721005,66,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.4952739,-73.6026907,Bus 165 N7,7,Bus 165 N,40071,263868396,,,381,37.15419784,66,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
102,Bus,45.4956913,-73.6075133,Bus 165 S13,13,Bus 165 S,40067,263868401,,,313,11.96713646,63,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
102,Bus,45.4708268,-73.6487979,Bus 420 E11,11,Bus 420 E,40074,263868400,,,249,31.68150362,66,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
102,Bus,45.4869744,-73.5743666,Bus 420 E5,5,Bus 420 E,40077,263868394,,,36,58.71108781,49,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
102,Bus,45.4673206,-73.6221206,Bus 420 O17,17,Bus 420 O,40076,263868404,,,247,2.471505483,48,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.4675802,-73.6432296,Bus 51 E15,15,Bus 51 E,40069,263868402,,,75,23.79579423,28,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.463293,-73.6466897,Bus 51 E18,18,Bus 51 E,40075,263868405,,,306,10.67526715,15,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.5084071,-73.6142027,Bus 51 O3,3,Bus 51 O,40066,263868392,,,154,2.936319276,45,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.5152714,-73.6064994,Bus 51 O6,6,Bus 51 O,40070,263868395,,,436,10.14108971,9,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
102,Bus,45.5222832,-73.5935041,Bus 51 O9,9,Bus 51 O,40072,263868398,,,306,21.97397283,40,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.5008239,-73.6321038,Bus 165 N1,1,Bus 165 N,40064,263868406,,,46,25.73664757,23,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.4963193,-73.5858572,Bus 165 N10,10,Bus 165 N,40073,263868414,,,293,48.47854903,10,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.4951499,-73.6032379,Bus 165 N7,7,Bus 165 N,40071,263868411,,,397,54.89002683,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.495556,-73.6070627,Bus 165 S13,13,Bus 165 S,40067,263868416,,,143,54.98507288,57,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.4716243,-73.6477894,Bus 420 E11,11,Bus 420 E,40074,263868415,,,104,41.68075938,8,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.4891406,-73.5720921,Bus 420 E5,5,Bus 420 E,40077,263868409,,,106,43.24352005,17,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
103,Bus,45.4666283,-73.6234349,Bus 420 O17,17,Bus 420 O,40076,263868419,,,204,2.073793516,52,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.4677306,-73.6431277,Bus 51 E15,15,Bus 51 E,40069,263868417,,,76,43.37094315,6,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.4634511,-73.6464965,Bus 51 E18,18,Bus 51 E,40075,263868420,,,36,2.355585209,1,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.5080387,-73.6145139,Bus 51 O3,3,Bus 51 O,40066,263868407,,,313,9.863125223,11,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.5150533,-73.6076474,Bus 51 O6,6,Bus 51 O,40070,263868410,,,328,59.8685442,56,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
103,Bus,45.5220728,-73.5936919,Bus 51 O9,9,Bus 51 O,40072,263868413,,,141,2.590227034,68,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.5010156,-73.6325061,Bus 165 N1,1,Bus 165 N,40064,263868421,,,300,8.731706909,59,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.4963569,-73.5864848,Bus 165 N10,10,Bus 165 N,40073,263868429,,,135,40.07418978,43,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
104,Bus,45.4950408,-73.6038387,Bus 165 N7,7,Bus 165 N,40071,263868426,,,467,14.80361052,52,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.4954206,-73.6066067,Bus 165 S13,13,Bus 165 S,40067,263868431,,,237,47.76391614,40,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.4707854,-73.6456919,Bus 420 E11,11,Bus 420 E,40074,263868430,,,244,8.409505679,42,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.490532,-73.5708046,Bus 420 E5,5,Bus 420 E,40077,263868424,,,218,41.39406137,51,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
104,Bus,45.4658759,-73.6248565,Bus 420 O17,17,Bus 420 O,40076,263868434,,,133,54.13825507,37,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
104,Bus,45.4678999,-73.6429855,Bus 51 E15,15,Bus 51 E,40069,263868432,,,156,51.1700013,18,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
104,Bus,45.4635677,-73.6463597,Bus 51 E18,18,Bus 51 E,40075,263868435,,,435,5.580737072,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
